wavelength,EffVal,Unc
40.0,0.99399858132,0.299816160541
45.0,0.753838311782,0.200589936279
50.0,0.677483214891,0.163168632197
60.0,0.629960473282,0.247802504051
70.0,0.695653102881,0.115881848157
73.0,0.68854415763,0.0873016192116
75.0,0.714414109721,0.0806538836802
80.0,0.637638960331,0.0794952525478
85.0,0.337633620879,0.11457345624
90.0,0.357101071048,0.0289232824345
92.0,0.302249219458,0.0215895917434
95.0,0.382175538826,0.0308912222064
100.0,1.06201410049,0.124332690325
105.0,1.44821236501,0.153639901861
110.0,1.39996552073,0.206957094565
115.0,1.44674652013,0.193781869883
120.0,1.429144899,0.13008719585
125.0,1.50031373717,0.120840293153
130.0,0.963290427864,0.149403069111
140.0,0.512652275289,0.0500441212
150.0,0.897975252237,0.0841422426881
160.0,1.32817425124,0.168359086032
