wavelength,EffVal,Unc
130.0,0.0184006444965,0.000674588837207
140.0,0.0194962582837,0.000424412558348
150.0,0.0205416559994,0.000452873999947
160.0,0.0215375921374,0.000470303482802
170.0,0.0203105065634,0.000454890668993
180.0,0.0195192116735,0.00044526229678
190.0,0.0184946560502,0.000402652823353
200.0,0.0188397310916,0.000412460581725
210.0,0.0208078340858,0.000483556840212
220.0,0.023987245609,0.000548838668315
230.0,0.0263969565656,0.000583802439478
240.0,0.0253717768561,0.000746769029519
250.0,0.0246296452304,0.000550514753655
