40.0,0.648339979291,0.672372068371
45.0,0.550902119577,0.376286910399
50.0,0.459387282175,0.194813059948
60.0,0.105718309779,0.223905113072
70.0,0.11400746296,0.0755911164986
73.0,0.228119443487,0.0317854711167
80.0,0.158704996897,0.0551762811658
90.0,0.10370803277,0.00958809385462
92.0,0.0968166320802,0.00856686651103
100.0,0.345340153081,0.0839793225984
110.0,0.506273593058,0.146699244306
120.0,0.436402568446,0.0584537880277
130.0,0.54924512207,0.117606475802
140.0,2.37457282993,0.941492785589
