198.93	2520.25
199.74	2522.06
200.55	2524.08
201.35	2525.29
202.16	2523.07
202.97	2521.66
203.77	2523.48
204.58	2524.08
205.38	2524.89
206.19	2522.87
207.00	2525.09
207.80	2523.27
208.61	2526.30
209.41	2525.90
210.22	2522.27
211.02	2523.88
211.83	2524.28
212.64	2524.48
213.44	2524.69
214.25	2522.47
215.05	2523.07
215.86	2524.48
216.66	2525.09
217.47	2524.69
218.27	2522.87
219.08	2522.67
219.88	2523.07
220.69	2525.49
221.49	2528.32
222.30	2522.06
223.10	2522.67
223.90	2524.28
224.71	2526.70
225.51	2523.88
226.32	2523.48
227.12	2522.06
227.93	2523.88
228.73	2547.08
229.53	2524.48
230.34	2522.27
231.14	2522.87
231.95	2524.28
232.75	2526.30
233.55	2525.09
234.36	2522.47
235.16	2523.27
235.96	2525.70
236.77	2526.50
237.57	2534.57
238.38	2524.28
239.18	2523.07
239.98	2524.48
240.78	2525.90
241.59	2524.08
242.39	2522.87
243.19	2522.87
244.00	2525.70
244.80	2526.91
245.60	2525.09
246.41	2524.48
247.21	2523.48
248.01	2526.10
248.81	2526.50
249.62	2524.08
250.42	2522.87
251.22	2523.48
252.02	2526.10
252.83	2526.10
253.63	2523.88
254.43	2521.86
255.23	2523.68
256.03	2525.49
256.84	2525.09
257.64	2524.08
258.44	2523.07
259.24	2524.69
260.04	2526.50
260.84	2525.09
261.65	2523.48
262.45	2523.07
263.25	2524.08
264.05	2526.70
264.85	2523.48
265.65	2524.08
266.45	2522.87
267.25	2524.69
268.06	2525.29
268.86	2525.29
269.66	2523.07
270.46	2522.67
271.26	2524.89
272.06	2525.49
272.86	2525.29
273.66	2524.28
274.46	2523.68
275.26	2524.89
276.06	2525.70
276.86	2523.88
277.66	2524.08
278.46	2526.91
279.26	2525.70
280.06	2525.70
280.86	2525.09
281.66	2523.48
282.46	2524.28
283.26	2525.49
284.06	2526.10
284.86	2525.70
285.66	2525.49
286.46	2524.28
287.26	2524.48
288.06	2525.70
288.86	2523.68
289.66	2523.68
290.46	2524.89
291.26	2524.69
292.06	2524.48
292.85	2524.48
293.65	2525.90
294.45	2524.28
295.25	2526.10
296.05	2525.90
296.85	2524.69
297.65	2523.88
298.45	2526.10
299.24	2525.70
300.04	2525.90
300.84	2523.88
301.64	2523.07
302.44	2523.27
303.24	2524.69
304.03	2525.29
304.83	2524.69
305.63	2523.68
306.43	2524.69
307.23	2527.11
308.02	2525.29
308.82	2523.88
309.62	2523.68
310.42	2524.69
311.21	2526.30
312.01	2525.70
