198.93	2525.04
199.74	2523.02
200.55	2520.75
201.35	2522.01
202.16	2523.27
202.97	2524.79
203.77	2525.80
204.58	2522.77
205.38	2522.77
206.19	2522.77
207.00	2528.57
207.80	2524.79
208.61	2524.54
209.41	2522.77
210.22	2522.01
211.02	2525.80
211.83	2525.29
212.64	2523.53
213.44	2522.52
214.25	2523.02
215.05	2524.79
215.86	2526.30
216.66	2524.79
217.47	2523.02
218.27	2523.02
219.08	2526.30
219.88	2525.29
220.69	2524.03
221.49	2525.80
222.30	2524.28
223.10	2527.56
223.90	2526.30
224.71	2523.78
225.51	2523.27
226.32	2524.79
227.12	2526.55
227.93	2525.54
228.73	2545.21
229.53	2521.51
230.34	2523.53
231.14	2526.55
231.95	2523.53
232.75	2521.51
233.55	2523.78
234.36	2523.78
235.16	2526.30
235.96	2525.04
236.77	2523.78
237.57	2530.84
238.38	2524.54
239.18	2525.80
239.98	2525.80
240.78	2523.53
241.59	2522.52
242.39	2523.27
243.19	2525.04
244.00	2526.30
244.80	2526.80
245.60	2522.52
246.41	2526.55
247.21	2525.04
248.01	2526.05
248.81	2524.79
249.62	2523.53
250.42	2522.77
251.22	2524.54
252.02	2524.79
252.83	2526.30
253.63	2525.04
254.43	2523.27
255.23	2523.02
256.03	2523.78
256.84	2525.80
257.64	2525.54
258.44	2524.54
259.24	2523.02
260.04	2523.27
260.84	2524.79
261.65	2526.30
262.45	2523.78
263.25	2521.51
264.05	2524.03
264.85	2524.28
265.65	2526.30
266.45	2524.03
267.25	2523.53
268.06	2523.78
268.86	2525.54
269.66	2527.06
270.46	2525.29
271.26	2523.53
272.06	2522.27
272.86	2524.28
273.66	2527.31
274.46	2525.54
275.26	2524.54
276.06	2524.03
276.86	2524.03
277.66	2526.55
278.46	2529.58
279.26	2523.53
280.06	2524.03
280.86	2524.79
281.66	2526.55
282.46	2526.05
283.26	2525.29
284.06	2523.02
284.86	2523.27
285.66	2526.30
286.46	2526.55
287.26	2525.04
288.06	2523.78
288.86	2523.78
289.66	2524.79
290.46	2525.80
291.26	2524.79
292.06	2523.02
292.85	2524.03
293.65	2527.06
294.45	2526.05
295.25	2524.28
296.05	2523.53
296.85	2523.53
297.65	2525.04
298.45	2526.30
299.24	2524.03
300.04	2524.03
300.84	2525.54
301.64	2524.28
302.44	2524.79
303.24	2524.28
304.03	2524.03
304.83	2524.54
305.63	2525.04
306.43	2525.54
307.23	2524.54
308.02	2523.27
308.82	2525.04
309.62	2524.03
310.42	2524.79
311.21	2524.79
312.01	2523.78
312.81	2530.08
313.61	2525.54
314.40	2527.06
315.20	2523.78
316.00	2522.27
316.79	2524.79
317.59	2526.30
318.39	2525.29
319.18	2524.03
319.98	2523.53
320.78	2525.04
321.57	2525.29
322.37	2525.80
323.17	2525.80
323.96	2524.28
324.76	2523.27
325.56	2522.77
326.35	2525.04
327.15	2526.05
327.95	2524.28
328.74	2524.54
329.54	2524.79
330.33	2525.54
331.13	2524.28
331.92	2524.79
332.72	2525.29
333.52	2524.03
334.31	2530.84
335.11	2524.28
335.90	2524.03
336.70	2524.28
337.49	2525.54
338.29	2523.53
339.08	2526.80
339.88	2525.29
340.67	2525.04
341.47	2523.78
342.26	2525.04
343.06	2525.80
343.85	2525.54
344.65	2525.29
345.44	2524.28
346.24	2527.06
347.03	2525.04
347.83	2524.79
348.62	2525.54
349.41	2524.28
350.21	2524.28
351.00	2525.54
351.80	2524.54
352.59	2523.27
353.38	2524.79
354.18	2524.28
354.97	2526.05
355.77	2524.28
356.56	2523.53
357.35	2525.54
358.15	2526.05
358.94	2524.79
359.73	2525.04
360.53	2525.29
361.32	2531.60
362.11	2525.29
362.91	2525.04
363.70	2524.28
364.49	2524.28
365.29	2527.81
366.08	2525.80
366.87	2523.78
367.66	2523.53
368.46	2528.57
369.25	2525.29
370.04	2525.29
370.83	2524.54
371.63	2524.03
372.42	2526.05
373.21	2526.30
374.00	2525.80
374.79	2523.78
375.59	2524.03
376.38	2524.54
377.17	2526.55
377.96	2526.05
378.75	2523.53
379.55	2522.27
380.34	2524.28
381.13	2527.56
381.92	2526.55
382.71	2524.54
383.50	2523.27
384.29	2523.27
385.09	2526.05
385.88	2525.80
386.67	2525.80
387.46	2523.53
388.25	2524.54
389.04	2525.29
389.83	2526.80
390.62	2525.04
391.41	2523.27
392.20	2523.27
392.99	2524.79
393.78	2526.30
394.57	2525.80
395.36	2522.77
396.16	2523.78
396.95	2524.54
397.74	2527.06
398.53	2526.05
399.32	2524.54
400.11	2523.78
400.90	2525.29
401.68	2527.06
402.47	2526.30
403.26	2527.06
404.05	2524.54
404.84	2523.53
405.63	2527.31
406.42	2527.31
407.21	2525.04
408.00	2525.04
408.79	2525.80
409.58	2526.30
410.37	2526.55
411.16	2525.80
411.95	2525.29
412.73	2527.81
413.52	2529.83
414.31	2527.06
415.10	2526.30
415.89	2527.56
416.68	2530.08
417.47	2528.07
418.25	2527.81
419.04	2527.06
