198.93	2520.50
199.74	2520.50
200.55	2522.27
201.35	2525.29
202.16	2523.02
202.97	2522.52
203.77	2522.27
204.58	2522.52
205.38	2523.02
206.19	2524.03
207.00	2526.05
207.80	2521.76
208.61	2523.53
209.41	2523.53
210.22	2523.02
211.02	2525.04
211.83	2522.27
212.64	2522.52
213.44	2523.78
214.25	2524.28
215.05	2522.77
215.86	2523.27
216.66	2522.27
217.47	2523.02
218.27	2524.54
219.08	2525.29
219.88	2522.77
220.69	2523.27
221.49	2526.05
222.30	2522.77
223.10	2523.53
223.90	2523.78
224.71	2524.54
225.51	2523.02
226.32	2524.03
227.12	2524.28
227.93	2523.53
228.73	2545.21
229.53	2522.27
230.34	2521.26
231.14	2522.27
231.95	2524.03
232.75	2522.27
233.55	2523.27
234.36	2521.26
235.16	2524.03
235.96	2526.55
236.77	2524.03
237.57	2531.09
238.38	2523.27
239.18	2522.77
239.98	2524.54
240.78	2524.03
241.59	2523.27
242.39	2522.77
243.19	2524.28
244.00	2525.04
244.80	2525.80
245.60	2522.52
246.41	2525.04
247.21	2523.53
248.01	2524.79
248.81	2526.05
249.62	2523.02
250.42	2523.53
251.22	2522.77
252.02	2523.02
252.83	2524.54
253.63	2524.03
254.43	2521.76
255.23	2521.51
256.03	2524.28
256.84	2524.54
257.64	2523.27
258.44	2522.01
259.24	2522.27
260.04	2524.79
260.84	2524.54
261.65	2525.04
262.45	2521.00
263.25	2521.00
264.05	2523.78
264.85	2524.28
265.65	2524.79
266.45	2522.01
267.25	2523.27
268.06	2523.53
268.86	2524.79
269.66	2523.78
270.46	2523.78
271.26	2524.03
272.06	2523.53
272.86	2524.54
273.66	2525.04
274.46	2523.27
275.26	2523.02
276.06	2523.53
276.86	2524.28
277.66	2524.79
278.46	2526.55
279.26	2523.27
280.06	2523.53
280.86	2524.54
281.66	2524.54
282.46	2523.27
283.26	2522.77
284.06	2523.27
284.86	2524.79
285.66	2524.54
286.46	2522.52
287.26	2522.77
288.06	2524.54
288.86	2524.54
289.66	2524.79
290.46	2524.03
291.26	2523.02
292.06	2523.02
292.85	2524.03
293.65	2525.04
294.45	2524.54
295.25	2524.54
296.05	2523.53
296.85	2522.77
297.65	2525.04
298.45	2524.79
299.24	2523.02
300.04	2522.27
300.84	2524.28
301.64	2523.27
302.44	2524.28
303.24	2523.27
304.03	2521.76
304.83	2523.02
305.63	2523.78
306.43	2525.29
307.23	2525.29
308.02	2522.52
308.82	2523.02
309.62	2521.26
310.42	2523.53
311.21	2524.28
312.01	2524.79
312.81	2529.33
313.61	2523.02
314.40	2525.04
315.20	2524.03
316.00	2523.78
316.79	2523.02
317.59	2522.77
318.39	2524.28
319.18	2524.79
319.98	2523.78
320.78	2523.78
321.57	2523.02
322.37	2523.53
323.17	2525.04
323.96	2524.03
324.76	2522.52
325.56	2523.27
326.35	2523.53
327.15	2525.54
327.95	2523.02
328.74	2524.03
329.54	2523.27
330.33	2524.54
331.13	2524.03
331.92	2522.27
332.72	2523.78
333.52	2522.52
334.31	2530.08
335.11	2525.54
335.90	2525.29
336.70	2522.52
337.49	2524.28
338.29	2523.53
339.08	2527.56
339.88	2523.02
340.67	2523.53
341.47	2522.27
342.26	2524.03
343.06	2526.80
343.85	2526.05
344.65	2523.53
345.44	2520.75
346.24	2524.79
347.03	2525.80
347.83	2525.54
348.62	2524.54
349.41	2521.76
350.21	2523.53
351.00	2525.54
351.80	2525.04
352.59	2522.77
353.38	2523.78
354.18	2523.78
354.97	2526.30
355.77	2523.27
356.56	2522.52
357.35	2522.27
358.15	2525.29
358.94	2525.29
359.73	2524.79
360.53	2522.77
361.32	2531.60
362.11	2524.03
362.91	2525.54
363.70	2524.54
364.49	2522.52
365.29	2524.79
366.08	2526.30
366.87	2525.29
367.66	2522.01
368.46	2525.80
369.25	2522.77
370.04	2524.28
370.83	2525.04
371.63	2524.79
372.42	2525.29
373.21	2522.77
374.00	2524.79
374.79	2525.04
375.59	2524.54
376.38	2524.28
377.17	2524.28
377.96	2525.29
378.75	2524.79
379.55	2523.27
380.34	2524.03
381.13	2525.80
381.92	2524.54
382.71	2524.03
383.50	2523.78
384.29	2523.27
385.09	2523.53
385.88	2523.78
386.67	2524.54
387.46	2523.02
388.25	2523.27
389.04	2525.29
389.83	2525.80
390.62	2524.28
391.41	2522.77
392.20	2524.03
392.99	2524.54
393.78	2525.80
394.57	2523.02
395.36	2522.27
396.16	2522.77
396.95	2524.54
397.74	2524.79
398.53	2522.52
399.32	2523.02
400.11	2524.28
400.90	2525.54
401.68	2524.54
402.47	2523.27
403.26	2524.79
404.05	2523.27
404.84	2523.27
405.63	2525.54
406.42	2524.03
407.21	2522.01
408.00	2521.76
408.79	2525.54
409.58	2524.54
410.37	2524.03
411.16	2523.02
411.95	2523.02
412.73	2523.78
413.52	2527.31
